Rank,Player,Team,RECEIVING_REC,RECEIVING_TGT,RECEIVING_YDS,RECEIVING_,Y/R,RECEIVING_LG,RECEIVING_20+,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_G,MISC_FPTS,MISC_FPTS/G,MISC_OWN
1,DeAndre Hopkins ,ARI,115,163,1572,13.7,49,23,11,1,-7,0,2,16,333.5,20.8,100.0%
2,Davante Adams ,GB,111,169,1386,12.5,57,18,13,0,0,0,0,15,329.6,22.0,99.9%
3,Tyreek Hill ,KC,87,137,1479,17.0,75,27,12,22,151,1,0,16,328.0,20.5,99.9%
4,Julio Jones ,ATL,113,170,1677,14.8,58,24,8,2,12,0,2,16,325.8,20.4,99.9%
5,Antonio Brown ,FA,104,169,1297,12.5,78,17,15,0,0,0,0,15,323.7,21.6,23.3%
6,Michael Thomas ,NO,125,147,1405,11.2,72,17,9,0,0,0,2,16,315.5,19.7,100.0%
7,Adam Thielen ,MIN,113,153,1373,12.2,68,17,9,5,30,0,1,16,307.3,19.2,99.2%
8,JuJu Smith-Schuster ,PIT,111,166,1426,12.8,97,18,7,1,13,0,1,16,296.9,18.6,99.0%
9,Mike Evans ,TB,86,139,1524,17.7,72,26,8,0,0,0,1,16,284.4,17.8,99.4%
10,Stefon Diggs ,BUF,102,148,1021,10.0,75,13,9,10,62,0,0,15,266.3,17.8,95.4%
11,Robert Woods ,LAR,86,131,1219,14.2,39,20,6,19,157,1,0,16,265.6,16.6,95.2%
12,Keenan Allen ,LAC,97,137,1196,12.3,54,13,6,9,75,0,1,16,260.1,16.3,97.3%
13,Brandin Cooks ,HOU,80,116,1204,15.1,57,22,5,10,68,1,0,16,243.2,15.2,86.1%
14,T.Y. Hilton ,IND,76,120,1270,16.7,68,22,6,0,0,0,0,14,239.0,17.1,95.2%
15,Odell Beckham Jr. ,CLE,77,124,1052,13.7,51,17,6,5,19,0,1,12,230.4,19.2,98.8%
16,Tyler Lockett ,SEA,57,71,965,16.9,52,17,10,13,69,0,0,16,222.4,13.9,97.4%
17,Tyler Boyd ,CIN,76,108,1028,13.5,49,21,7,2,3,0,0,14,221.1,15.8,90.9%
18,Jarvis Landry ,CLE,81,149,976,12.0,51,13,4,3,60,1,1,16,217.1,13.6,93.3%
19,Amari Cooper ,DAL,75,107,1004,13.4,90,10,7,2,20,0,2,15,215.4,14.4,99.3%
20,Julian Edelman ,NE,74,108,850,11.5,36,12,6,9,107,0,0,12,207.4,17.3,91.3%
21,Kenny Golladay ,DET,70,118,1063,15.2,60,19,5,1,8,0,0,15,207.1,13.8,99.1%
22,Calvin Ridley ,ATL,64,92,821,12.8,75,11,10,6,27,0,1,16,206.8,12.9,94.7%
23,Emmanuel Sanders ,NO,71,98,868,12.2,64,13,4,4,53,1,0,12,198.2,16.5,76.7%
24,Adam Humphries ,TEN,76,105,816,10.7,51,7,5,2,11,0,0,16,188.7,11.8,2.2%
25,Larry Fitzgerald ,ARI,69,112,734,10.6,37,8,6,0,0,0,0,16,185.7,11.6,26.2%
26,Alshon Jeffery ,PHI,65,92,843,13.0,52,9,6,0,0,0,0,13,185.3,14.3,45.8%
27,Chris Godwin ,TB,59,95,842,14.3,48,10,7,0,0,0,1,16,185.2,11.6,99.9%
28,Corey Davis ,TEN,65,112,891,13.7,51,15,4,6,55,0,0,16,183.6,11.5,8.7%
29,Golden Tate ,NYG,74,113,795,10.7,67,9,4,4,34,0,0,15,182.9,12.2,62.8%
30,Sterling Shepard ,NYG,66,107,872,13.2,58,12,4,3,33,0,0,16,182.5,11.4,76.4%
31,Mohamed Sanu ,NE,66,94,838,12.7,44,7,4,7,44,0,1,16,182.4,11.4,5.7%
32,Mike Williams ,LAC,43,66,664,15.4,55,11,10,7,28,1,0,16,180.2,11.3,63.2%
33,Dede Westbrook ,JAC,66,101,717,10.9,61,15,5,9,98,0,2,16,173.6,10.9,19.6%
34,Nelson Agholor ,LV,64,97,736,11.5,83,10,4,3,32,0,0,16,165.4,10.3,2.2%
35,Zay Jones ,LV,56,102,652,11.6,57,7,7,1,0,0,0,16,165.2,10.3,0.7%
36,D.J. Moore ,CAR,55,82,788,14.3,82,9,2,13,172,0,3,16,157.0,9.8,98.3%
37,Demaryius Thomas ,FA,59,89,677,11.5,45,9,5,0,0,0,0,15,156.7,10.4,0.7%
38,Jordy Nelson ,FA,63,88,739,11.7,66,7,3,1,-2,0,0,15,156.7,10.4,0.0%
39,Robby Anderson ,CAR,50,93,752,15.0,76,10,6,2,-8,0,2,14,156.4,11.2,60.1%
40,Allen Robinson ,CHI,55,94,754,13.7,43,11,4,1,9,0,1,13,153.3,11.8,98.8%
41,Taylor Gabriel ,FA,67,93,688,10.3,54,7,2,9,61,0,1,16,151.9,9.5,1.3%
42,DeSean Jackson ,PHI,41,74,774,18.9,75,13,4,6,29,1,0,12,151.3,12.6,51.7%
43,Cole Beasley ,BUF,65,86,672,10.3,32,3,3,0,0,0,0,16,150.2,9.4,14.4%
44,A.J. Green ,CIN,46,77,694,15.1,38,12,6,0,0,0,1,9,149.4,16.6,93.2%
45,John Brown ,BUF,42,97,715,17.0,71,11,5,3,4,0,0,16,143.9,9.0,78.3%
46,Doug Baldwin ,FA,50,73,618,12.4,42,9,5,0,0,0,0,13,141.8,10.9,0.0%
47,Josh Gordon ,FA,41,71,737,18.0,55,12,4,0,0,0,0,12,138.7,11.6,2.8%
48,Tyrell Williams ,LV,41,64,653,15.9,75,11,5,2,15,0,0,16,137.8,8.6,21.2%
49,Curtis Samuel ,CAR,39,65,494,12.7,53,6,5,8,84,2,1,13,136.8,10.5,49.9%
50,Courtland Sutton ,DEN,42,84,704,16.8,42,16,4,1,-1,0,0,16,136.3,8.5,97.5%
51,Cooper Kupp ,LAR,40,55,566,14.2,70,9,6,4,25,0,0,8,135.1,16.9,97.1%
52,Kenny Stills ,HOU,37,64,553,14.9,75,7,6,0,0,0,0,15,134.4,9.0,12.9%
53,Willie Snead ,BAL,62,95,651,10.5,28,5,1,1,13,0,0,16,134.4,8.4,1.8%
54,Michael Crabtree ,FA,54,100,607,11.2,27,6,3,0,0,0,0,16,132.7,8.3,0.2%
55,Antonio Callaway ,FA,43,79,586,13.6,71,8,5,2,7,0,1,16,132.3,8.3,0.2%
56,Donte Moncrief ,FA,48,90,668,13.9,80,7,3,0,0,0,1,16,130.8,8.2,3.1%
57,Danny Amendola ,DET,59,79,575,9.7,39,4,1,1,-2,0,0,15,127.4,8.5,4.2%
58,Christian Kirk ,ARI,43,68,590,13.7,75,8,3,3,35,0,0,12,123.5,10.3,70.3%
59,Devin Funchess ,GB,44,79,549,12.5,27,8,4,0,0,0,0,14,122.9,8.8,17.1%
60,Anthony Miller ,CHI,33,54,423,12.8,55,6,7,6,26,0,0,15,120.2,8.0,42.4%
61,Rashard Higgins ,CLE,39,53,572,14.7,40,11,4,0,0,0,1,13,118.2,9.1,0.7%
62,Chester Rogers ,FA,53,72,485,9.2,34,5,2,1,-4,0,0,16,117.1,7.3,0.0%
63,Marvin Jones ,DET,35,62,508,14.5,39,5,5,0,0,0,0,9,115.8,12.9,81.6%
64,Sammy Watkins ,KC,40,55,519,13.0,50,7,3,5,52,0,0,10,115.1,11.5,52.2%
65,Kendrick Bourne ,SF,42,66,487,11.6,33,6,4,0,0,0,0,16,114.7,7.2,1.7%
66,Marquez Valdes-Scantling ,GB,38,72,581,15.3,60,8,2,2,29,0,0,16,111.0,6.9,2.7%
67,Josh Doctson ,NYJ,44,78,532,12.1,32,7,2,0,0,0,0,15,109.2,7.3,0.3%
68,Seth Roberts ,CAR,45,64,494,11.0,44,7,2,3,5,0,0,15,106.9,7.1,0.1%
69,Will Fuller ,HOU,32,45,503,15.7,73,7,4,0,0,0,0,7,106.3,15.2,85.1%
70,Chris Hogan ,FA,35,53,532,15.2,63,11,3,0,0,0,0,16,106.2,6.6,0.1%
71,Dante Pettis ,SF,27,45,467,17.3,75,9,5,1,-2,0,0,12,103.5,8.6,1.4%
72,David Moore ,SEA,26,52,445,17.1,54,8,5,1,5,0,0,16,101.0,6.3,1.0%
73,Tre'Quan Smith ,NO,28,44,427,15.3,62,6,5,0,0,0,0,15,100.7,6.7,2.9%
74,Josh Reynolds ,LAR,29,53,402,13.9,33,6,5,2,8,0,0,16,100.0,6.3,6.0%
75,Robert Foster ,BUF,27,45,541,20.0,75,9,3,0,0,0,0,13,99.1,7.6,0.2%
76,Michael Gallup ,DAL,33,68,507,15.4,49,10,2,0,0,0,0,16,97.7,6.1,91.2%
77,Jarius Wright ,FA,43,59,447,10.4,33,8,1,2,39,0,1,16,97.6,6.1,0.0%
78,Albert Wilson ,MIA,26,35,391,15.0,75,7,4,8,16,0,0,7,96.8,13.8,1.9%
79,Chris Conley ,JAC,32,52,334,10.4,27,4,5,0,0,0,2,16,91.4,5.7,4.0%
80,Cordarrelle Patterson ,CHI,21,28,247,11.8,55,4,3,42,228,1,1,15,90.5,6.0,0.7%
