Rank,Player,Team,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/A,RUSHING_LG,RUSHING_20+,RUSHING_TD,RECEIVING_REC,RECEIVING_TGT,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_G,MISC_FPTS,MISC_FPTS/G,MISC_OWN
112,James Conner ,PIT,32,144,4.5,23,1,0,0,1,0,0.0,0,0,14,14.4,1.0,94.1%
113,David Johnson ,HOU,11,23,2.1,6,0,0,6,9,67,11.2,0,1,1,13.1,13.1,94.6%
114,Tyler Ervin ,GB,4,12,3.0,6,0,0,8,11,38,4.8,0,0,4,13.0,3.3,0.0%
115,De'Angelo Henderson Sr. ,FA,7,13,1.9,5,0,0,2,2,36,18.0,1,0,5,12.9,2.6,0.0%
116,Byron Marshall ,FA,9,32,3.6,11,0,0,6,8,36,6.0,0,0,4,12.8,3.2,0.0%
117,Aaron Ripkowski ,FA,5,13,2.6,4,0,0,7,10,39,5.6,0,0,16,12.2,0.8,0.0%
118,Lance Dunbar ,FA,11,51,4.6,12,0,1,1,3,1,1.0,0,0,4,12.2,3.1,0.0%
119,Zach Line ,FA,7,28,4.0,9,0,0,2,5,8,4.0,1,0,12,11.6,1.0,0.0%
120,Trey Edmunds ,PIT,9,48,5.3,41,1,1,0,0,0,0.0,0,0,16,10.8,0.7,0.1%
121,James Develin ,FA,0,0,0.0,0,0,0,6,10,38,6.3,0,0,16,9.8,0.6,0.0%
122,Patrick DiMarco ,BUF,2,-2,-1.0,0,0,0,7,10,28,4.0,0,0,16,9.6,0.6,0.1%
123,Akeem Hunt ,FA,8,23,2.9,11,0,0,4,7,31,7.8,0,0,15,9.4,0.6,0.0%
124,Brian Hill ,ATL,11,37,3.4,11,0,0,2,2,36,18.0,0,0,7,9.3,1.3,1.6%
125,Zach Zenner ,FA,14,26,1.9,14,0,1,0,1,0,0.0,0,0,8,8.6,1.1,0.1%
126,Tre Madden ,FA,0,0,0.0,0,0,0,2,2,65,32.5,0,0,8,8.5,1.1,0.0%
127,Brandon Bolden ,NE,13,67,5.2,20,1,0,1,4,7,7.0,0,0,16,8.4,0.5,0.1%
128,Matthew Dayes ,FA,5,13,2.6,4,0,0,4,5,29,7.3,0,0,16,8.1,0.5,0.0%
129,Derek Watt ,PIT,6,24,4.0,17,0,0,2,3,35,17.5,0,0,16,7.9,0.5,0.2%
130,Dwayne Washington ,NO,20,44,2.2,6,0,0,2,2,14,7.0,0,0,5,7.8,1.6,0.1%
131,Keith Smith ,ATL,0,0,0.0,0,0,0,5,5,26,5.2,0,0,16,7.6,0.5,0.0%
132,Jay Prosch ,FA,0,0,0.0,0,0,0,4,4,31,7.8,0,0,16,7.1,0.4,0.0%
133,Bobby Rainey ,FA,1,2,2.0,2,0,0,5,7,18,3.6,0,0,4,7.0,1.8,0.0%
134,Marcus Murphy ,FA,7,41,5.9,25,1,0,2,2,7,3.5,0,0,1,6.8,6.8,0.0%
135,Jalston Fowler ,FA,2,4,2.0,3,0,1,0,1,0,0.0,0,0,10,6.4,0.6,0.0%
136,De'Veon Smith ,FA,0,0,0.0,0,0,0,3,3,27,9.0,0,0,5,5.7,1.1,0.0%
137,Fitzgerald Toussaint ,FA,6,25,4.2,7,0,0,2,3,9,4.5,0,0,6,5.4,0.9,0.0%
138,Josh Ferguson ,WAS,1,5,5.0,5,0,0,3,4,16,5.3,0,0,10,5.1,0.5,0.0%
139,Mack Brown ,FA,8,29,3.6,11,0,0,1,1,11,11.0,0,0,4,5.0,1.3,0.0%
140,Dan Vitale ,NE,0,0,0.0,0,0,0,3,5,19,6.3,0,0,15,4.9,0.3,0.0%
141,Derrick Coleman ,FA,2,8,4.0,5,0,0,2,7,20,10.0,0,0,16,4.8,0.3,0.0%
142,Senorise Perry ,TEN,8,30,3.8,12,0,0,1,1,3,3.0,0,0,16,4.3,0.3,0.0%
143,Michael Burton ,NO,4,9,2.3,7,0,0,2,4,8,4.0,0,0,16,3.7,0.2,0.0%
144,Andre Williams ,FA,9,25,2.8,7,0,0,0,0,0,0.0,0,0,8,2.5,0.3,0.0%
145,Taiwan Jones ,BUF,0,0,0.0,0,0,0,1,2,11,11.0,0,0,8,2.1,0.3,0.0%
146,David Fluellen ,FA,4,21,5.3,10,0,0,0,1,0,0.0,0,0,16,2.1,0.1,0.0%
147,Ryan Hewitt ,FA,0,0,0.0,0,0,0,2,2,22,11.0,0,0,13,1.6,0.1,0.0%
148,Matt Jones ,FA,5,14,2.8,5,0,0,0,0,0,0.0,0,0,5,1.4,0.3,0.0%
149,LeShun Daniels ,FA,3,14,4.7,8,0,0,0,0,0,0.0,0,0,4,1.4,0.4,0.0%
150,Joe Kerridge ,FA,0,0,0.0,0,0,0,1,1,3,3.0,0,0,4,1.3,0.3,0.0%
151,Devante Mays ,FA,4,1,0.3,2,0,0,3,3,0,0.0,0,1,8,1.1,0.1,0.0%
152,Raheem Mostert ,SF,6,30,5.0,16,0,0,0,0,0,0.0,0,1,11,1.0,0.1,94.6%
153,Terrell Watson ,FA,5,8,1.6,3,0,0,0,0,0,0.0,0,0,10,0.8,0.1,0.0%
154,John Kuhn ,FA,1,2,2.0,2,0,0,0,0,0,0.0,0,0,2,0.2,0.1,0.0%
155,Justin Davis ,FA,1,1,1.0,1,0,0,0,0,0,0.0,0,0,4,0.1,0.0,0.0%
156,Dare Ogunbowale ,TB,0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,2.4%
157,Taquan Mizzell ,NO,0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
158,Ricky Ortiz ,NO,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
159,Alex Armah ,CAR,0,0,0.0,0,0,0,0,0,0,0.0,0,0,9,0.0,0.0,0.0%
160,Jarveon Williams ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
161,Anthony Kukwa ,HOU,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
162,Saquon Barkley ,NYG,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,100.0%
163,Shane Smith ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,11,0.0,0.0,0.0%
164,Patrick Ricard ,BAL,0,0,0.0,0,0,0,4,4,12,3.0,2,0,16,0.0,0.0,0.1%
165,Derrius Guice ,WAS,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,79.8%
166,Ronald Jones II ,TB,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,86.8%
167,Royce Freeman ,DEN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,14.2%
168,Nick Chubb ,CLE,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,99.8%
169,Kerryon Johnson ,DET,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,85.7%
170,Josh Adams ,NYJ,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.2%
171,Lewis Neal ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,7,0.0,0.0,0.0%
172,William Stanback ,LV,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
173,Lawrence Thomas ,FA,2,1,0.5,1,0,0,6,7,43,7.2,0,0,14,0.0,0.0,0.0%
174,Taniela Tupou ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
175,Bralon Addison ,MIN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
176,Daniel Lasco ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
177,Khalfani Muhammad ,DEN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
178,Brandon Wilson ,CIN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,8,0.0,0.0,19.0%
179,T.J. Logan ,TB,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
180,Cethan Carter ,CIN,0,0,0.0,0,0,0,0,1,0,0.0,0,0,16,0.0,0.0,0.0%
181,Marquez Williams ,FA,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0%
182,Jeremy McNichols ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
183,Darius Jackson ,IND,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
184,Elijah Hood ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
185,Kenneth Dixon ,NYJ,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.3%
186,Justin Jackson ,LAC,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,35.1%
187,Ito Smith ,ATL,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,4.7%
188,Darius Anderson ,DAL,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
189,Anthony McFarland Jr. ,PIT,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,15.3%
190,Michael Warren II ,PHI,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%
191,Darrynton Evans ,TEN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,9.3%
192,Javon Leake ,NYG,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
193,Tavien Feaster ,JAC,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
194,J.J. Taylor ,NE,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
195,Joshua Kelley ,LAC,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,7.1%
196,Connor Slomka ,JAC,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
197,Salvon Ahmed ,SF,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
198,Rodney Smith ,CAR,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
199,A.J. Dillon ,GB,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,23.1%
200,Tony Jones Jr. ,NO,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
201,Darius Bradwell ,LAC,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
202,Benny LeMay ,CLE,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
203,Xavier Jones ,LAR,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
204,Adrian Killins Jr. ,PHI,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
205,DeeJay Dallas ,SEA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,3.2%
206,Patrick Taylor Jr. ,GB,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
207,Artavis Pierce ,CHI,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
208,Eno Benjamin ,ARI,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,3.0%
209,Ke'Shawn Vaughn ,TB,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,70.1%
210,Scottie Phillips ,HOU,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
211,Jeremy Cox ,DEN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
212,Jonathan Hilliman ,NYG,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
213,Tony Brooks-James ,MIN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
214,Craig Reynolds ,ATL,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
215,Levante Bellamy ,DEN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
216,D'Ernest Johnson ,CLE,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
217,Derrick Gore ,LAC,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
218,D'Andre Swift ,DET,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,84.2%
219,Jonathan Taylor ,IND,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,84.3%
220,J.K. Dobbins ,BAL,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,59.1%
221,Zack Moss ,BUF,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,46.9%
222,Cam Akers ,LAR,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,79.4%
223,Clyde Edwards-Helaire ,KC,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,92.6%
224,Lamical Perine ,NYJ,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,4.1%
225,Khari Blasingame ,TEN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
226,Anthony Jones ,SEA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
227,Nathan Cottrell ,JAC,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
228,Bobby Holly ,LAC,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
229,Josh Hokit ,SF,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
230,Napoleon Maxwell ,CHI,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
231,Sirgeo Hoffman ,ARI,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
232,Ward Jonathan ,ARI,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
233,Mikey Daniel ,ATL,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
234,James Gilbert ,LAR,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
