Rank,Player,Team,RECEIVING_REC,RECEIVING_TGT,RECEIVING_YDS,RECEIVING_,Y/R,RECEIVING_LG,RECEIVING_20+,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_G,MISC_FPTS,MISC_FPTS/G,MISC_OWN
1,Travis Kelce ,KC,83,122,1038,12.5,44,19,8,2,7,0,0,15,233.5,15.6,100.0%
2,Rob Gronkowski ,TB,69,105,1084,15.7,53,18,8,0,0,0,0,14,227.3,16.2,93.7%
3,Zach Ertz ,PHI,74,110,824,11.1,53,7,8,0,0,0,1,14,202.4,14.5,99.3%
4,Delanie Walker ,FA,74,111,807,10.9,42,9,3,2,-2,1,2,16,174.5,10.9,1.4%
5,Evan Engram ,NYG,64,115,722,11.3,35,11,6,1,14,0,0,15,173.6,11.6,94.4%
6,Jimmy Graham ,CHI,57,96,520,9.1,33,8,10,0,0,0,0,16,171.0,10.7,8.8%
7,Jack Doyle ,IND,80,108,690,8.6,26,4,4,0,0,0,2,15,169.0,11.3,57.4%
8,Kyle Rudolph ,MIN,57,81,532,9.3,34,4,8,0,0,0,0,16,158.2,9.9,17.1%
9,Jason Witten ,LV,63,87,560,8.9,28,3,5,0,0,0,1,16,147.0,9.2,3.9%
10,Cameron Brate ,TB,48,77,591,12.3,35,5,6,0,0,0,0,16,143.1,8.9,2.6%
11,Benjamin Watson ,FA,61,79,522,8.6,33,5,4,0,0,0,0,16,137.2,8.6,2.8%
12,Jared Cook ,NO,54,86,688,12.7,35,10,2,0,0,0,1,16,132.7,8.3,93.9%
13,Eric Ebron ,PIT,53,86,574,10.8,44,6,4,0,0,0,1,16,132.4,8.3,44.7%
14,Hunter Henry ,LAC,45,62,579,12.9,34,8,4,0,0,0,0,14,126.9,9.1,95.2%
15,Tyler Kroft ,BUF,42,62,404,9.6,59,4,7,0,0,0,0,16,124.4,7.8,0.1%
16,Vernon Davis ,FA,43,69,648,15.1,69,11,3,0,0,0,2,16,121.8,7.6,1.6%
17,Austin Hooper ,CLE,49,65,526,10.7,88,5,3,0,0,0,0,16,119.6,7.5,86.7%
18,Charles Clay ,FA,49,74,558,11.4,44,7,2,0,0,0,0,13,116.8,9.0,0.1%
19,George Kittle ,SF,43,63,515,12.0,44,8,2,0,0,0,0,15,106.5,7.1,99.9%
20,Austin Seferian-Jenkins ,FA,50,74,357,7.1,28,2,3,0,0,0,1,13,101.7,7.8,0.0%
21,O.J. Howard ,TB,26,39,432,16.6,58,9,6,0,0,0,2,14,101.2,7.2,35.9%
22,Jesse James ,DET,43,63,372,8.7,32,1,3,0,0,0,0,16,98.2,6.1,0.2%
23,Julius Thomas ,FA,41,62,388,9.5,27,4,3,0,0,0,0,14,97.8,7.0,0.0%
24,David Njoku ,CLE,32,60,386,12.1,34,8,4,1,1,0,0,16,94.7,5.9,6.2%
25,Marcedes Lewis ,GB,24,48,318,13.3,37,5,5,0,0,0,0,16,87.8,5.5,0.1%
26,Trey Burton ,IND,23,31,248,10.8,27,2,5,0,0,0,0,15,79.8,5.3,1.9%
27,Ed Dickson ,FA,30,48,437,14.6,64,7,1,0,0,0,0,16,79.7,5.0,0.0%
28,Antonio Gates ,FA,30,52,316,10.5,27,3,3,0,0,0,0,16,79.6,5.0,0.2%
29,Garrett Celek ,FA,21,33,336,16.0,61,6,4,0,0,0,0,16,78.6,4.9,0.0%
30,Jermaine Gresham ,FA,33,46,322,9.8,21,3,2,0,0,0,0,14,77.2,5.5,0.0%
31,Seth DeValve ,FA,33,58,395,12.0,49,7,1,0,0,0,1,16,76.5,4.8,0.0%
32,Stephen Anderson ,LAC,25,52,342,13.7,42,5,1,0,0,0,0,15,65.2,4.3,0.0%
33,Nick O'Leary ,FA,22,32,322,14.6,32,7,2,0,0,0,1,15,64.2,4.3,0.0%
34,Coby Fleener ,FA,22,30,295,13.4,33,7,2,0,0,0,0,11,63.5,5.8,0.0%
35,Tyler Higbee ,LAR,25,45,295,11.8,38,5,1,0,0,0,0,16,60.5,3.8,93.0%
36,Jordan Reed ,FA,27,35,211,7.8,20,1,2,0,0,0,0,6,60.1,10.0,0.8%
37,Rhett Ellison ,FA,24,32,235,9.8,27,1,2,0,0,0,0,16,59.5,3.7,0.0%
38,Martellus Bennett ,FA,30,44,286,9.5,33,4,0,0,0,0,0,9,58.6,6.5,23.0%
39,Zach Miller ,FA,20,35,236,11.8,29,4,2,0,0,0,0,8,55.6,7.0,0.0%
40,A.J. Derby ,FA,21,40,244,11.6,29,3,2,0,0,0,1,11,55.4,5.0,0.0%
41,Luke Willson ,SEA,15,22,153,10.2,27,2,4,0,0,0,0,16,54.3,3.4,0.0%
42,Darren Fells ,HOU,17,26,177,10.4,23,3,3,0,0,0,0,16,52.7,3.3,3.4%
43,Gerald Everett ,LAR,16,32,244,15.3,69,4,2,1,13,0,1,16,51.7,3.2,10.2%
44,Nick Boyle ,BAL,28,37,203,7.3,16,0,0,0,0,0,0,15,50.3,3.4,0.7%
45,Demetrius Harris ,CHI,18,35,224,12.4,51,3,1,0,0,0,0,16,46.4,2.9,0.1%
46,Jonnu Smith ,TEN,18,30,157,8.7,32,2,2,0,0,0,0,16,45.7,2.9,45.0%
47,Lance Kendricks ,FA,18,35,203,11.3,51,3,1,0,0,0,0,16,44.3,2.8,0.0%
48,Adam Shaheen ,CHI,12,14,127,10.6,31,2,3,0,0,0,0,13,42.7,3.3,0.1%
49,Greg Olsen ,SEA,17,38,191,11.2,30,2,1,0,0,0,0,7,42.1,6.0,35.5%
50,Virgil Green ,LAC,14,22,191,13.6,44,3,1,0,0,0,0,16,39.1,2.4,0.1%
51,Dion Sims ,FA,15,29,180,12.0,27,3,1,0,0,0,0,14,39.0,2.8,0.0%
52,Vance McDonald ,PIT,14,24,188,13.4,28,3,1,0,0,0,0,10,38.8,3.9,3.3%
53,Ryan Griffin ,NYJ,13,26,158,12.2,35,2,1,0,0,0,0,7,36.8,5.3,1.3%
54,Levine Toilolo ,NYG,12,14,122,10.2,25,1,1,0,0,0,0,15,36.2,2.4,0.1%
55,Jeff Heuerman ,DEN,9,18,142,15.8,54,2,2,0,0,0,0,14,35.2,2.5,0.1%
56,James O'Shaughnessy ,JAC,14,24,149,10.6,29,1,1,0,0,0,0,16,34.9,2.2,0.1%
57,Richard Rodgers ,WAS,12,19,160,13.3,36,3,1,0,0,0,0,15,34.0,2.3,0.0%
58,Brent Celek ,FA,13,24,130,10.0,28,1,1,0,0,0,0,16,32.0,2.0,0.0%
59,Nick Vannett ,DEN,12,15,124,10.3,21,1,1,0,0,0,0,15,30.4,2.0,0.1%
60,Troy Niklas ,FA,11,23,132,12.0,21,1,1,0,0,0,0,15,30.2,2.0,0.0%
61,Ricky Seals-Jones ,KC,12,28,201,16.8,29,5,3,0,0,0,0,10,29.7,3.0,0.6%
62,Josh Hill ,NO,16,22,125,7.8,22,1,1,1,-8,0,2,16,29.7,1.9,0.2%
63,Anthony Fasano ,FA,12,16,107,8.9,29,2,1,0,0,0,0,16,28.7,1.8,0.1%
64,Maxx Williams ,ARI,15,18,86,5.7,17,0,1,2,6,0,1,11,28.2,2.6,0.1%
65,C.J. Fiedorowicz ,FA,14,22,127,9.1,15,0,0,0,0,0,0,5,26.7,5.3,0.0%
66,Eric Tomlinson ,NYG,8,11,121,15.1,34,4,1,0,0,0,0,14,26.1,1.9,0.0%
67,Daniel Brown ,NYJ,13,20,129,9.9,17,0,0,0,0,0,0,14,25.9,1.9,0.0%
68,David Morgan ,FA,10,12,95,9.5,23,1,1,0,0,0,0,15,25.5,1.7,0.0%
69,C.J. Uzomah ,CIN,10,15,92,9.2,21,2,1,0,0,0,0,14,25.2,1.8,1.7%
70,Brandon Williams ,FA,13,17,121,9.3,32,2,0,0,0,0,0,14,25.1,1.8,0.0%
71,Dwayne Allen ,FA,10,22,86,8.6,22,1,1,0,0,0,0,16,24.6,1.5,0.0%
72,Niles Paul ,FA,13,19,94,7.2,32,1,0,2,4,0,0,14,22.8,1.6,0.0%
73,Logan Thomas ,WAS,7,9,67,9.6,22,2,1,0,0,0,0,12,19.7,1.6,0.1%
74,James Hanna ,FA,4,9,88,22.0,31,2,1,0,0,0,0,16,18.8,1.2,0.0%
75,Austin Traylor ,FA,8,13,100,12.5,34,1,0,0,0,0,0,7,18.0,2.6,0.0%
76,Michael Hoomanawanui ,FA,6,10,52,8.7,25,1,1,0,0,0,0,14,17.2,1.2,0.1%
77,Jerell Adams ,FA,8,11,92,11.5,38,1,0,0,0,0,0,16,17.2,1.1,0.0%
78,Clive Walford ,FA,9,13,80,8.9,26,1,0,0,0,0,0,13,17.0,1.3,0.0%
79,Lee Smith ,BUF,8,11,76,9.5,21,1,0,0,0,0,0,16,15.6,1.0,0.0%
80,Derek Carrier ,LV,8,11,71,8.9,17,0,0,0,0,0,0,14,15.1,1.1,0.0%
81,Ross Travis ,NYJ,7,17,76,10.9,20,1,0,0,0,0,0,15,14.6,1.0,0.0%
82,Xavier Grimble ,IND,5,9,32,6.4,12,0,1,0,0,0,0,15,14.2,0.9,0.0%
83,Phillip Supernaw ,FA,4,6,39,9.8,20,1,1,0,0,0,0,16,13.9,0.9,0.0%
84,Luke Stocker ,FA,4,5,30,7.5,12,0,1,0,0,0,0,12,13.0,1.1,0.0%
85,Neal Sterling ,FA,6,11,82,13.7,35,1,0,0,0,0,0,11,12.4,1.1,0.0%
86,Ben Koyack ,FA,5,7,38,7.6,21,1,0,0,0,0,0,16,10.8,0.7,0.0%
87,Jeremy Sprinkle ,WAS,2,3,13,6.5,7,0,1,0,0,0,0,11,9.3,0.8,0.6%
88,Jacob Hollister ,SEA,4,11,42,10.5,19,0,0,1,5,0,0,15,8.7,0.6,2.4%
89,Sean McGrath ,FA,4,4,46,11.5,23,1,0,0,0,0,0,15,8.6,0.6,0.0%
90,Tyler Eifert ,JAC,4,5,46,11.5,22,1,0,0,0,0,0,2,8.6,4.3,5.8%
91,Michael Roberts ,MIA,4,7,46,11.5,23,1,0,0,0,0,0,15,8.6,0.6,0.0%
92,Will Tye ,FA,4,6,38,9.5,21,1,0,0,0,0,0,3,7.8,2.6,0.0%
93,Alan Cross ,FA,5,6,58,11.6,23,1,0,0,0,0,0,8,7.7,1.0,0.0%
94,Orson Charles ,FA,2,2,53,26.5,35,1,0,0,0,0,0,5,7.3,1.5,0.0%
95,Blake Bell ,DAL,3,4,19,6.3,12,0,0,0,0,0,0,13,6.9,0.5,0.1%
96,Randall Telfer ,FA,3,4,36,12.0,20,1,0,0,0,0,0,16,6.6,0.4,0.0%
97,Darrell Daniels ,ARI,3,13,26,8.7,13,0,0,0,0,0,0,12,5.6,0.5,0.0%
98,Ifeanyi Momah ,FA,1,2,46,46.0,46,1,0,0,0,0,0,9,5.6,0.6,0.0%
